"Id_Establecimiento","Nombre_Establecimiento","Ubigueo_Establecimiento","Codigo_Disa","Disa","Codigo_Red","Red","Codigo_MicroRed","MicroRed","Codigo_Unico","Codigo_Sector","Descripcion_Sector","Departamento","Provincia","Distrito"
28667,CENTRO DENTAL VICUS,200101,,,,,,,18898,10,PRIVADO,PIURA,PIURA,PIURA
28668,JUVENTUS MEDICAL & DENTAL CENTER,150140,,,,,,,18900,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
28669,FISIOTERAPIA SANTA MARIA,150132,,,,,,,18899,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28670,ADELGACE PIURA,200101,,,,,,,18897,10,PRIVADO,PIURA,PIURA,PIURA
28671,CONSULTORIO DENTAL DENTO GROUP,150132,,,,,,,18901,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28672,RALEX MEDICAL CENTER,150110,,,,,,,18909,10,PRIVADO,LIMA,LIMA,COMAS
28673,DR.  CATACORA,230102,,,,,,,18907,10,PRIVADO,TACNA,TACNA,ALTO DE LA ALIANZA
28674,DENTAL VALPARAISO,230101,,,,,,,18906,10,PRIVADO,TACNA,TACNA,TACNA
28675,ROBERTO GUZMAN BARRON MENA,150120,,,,,,,18904,10,PRIVADO,LIMA,LIMA,MAGDALENA DEL MAR
28676,CONSULTORIO ONCOLOGICO PREVENTIVO,150110,,,,,,,18905,10,PRIVADO,LIMA,LIMA,COMAS
28677,CENTRO MEDICO MENDOZA E.I.R.L.,150108,,,,,,,18908,10,PRIVADO,LIMA,LIMA,CHORRILLOS
28678,POLICLINICO LUZ DE VIDA S.R.L.,50101,,,,,,,18903,10,PRIVADO,AYACUCHO,HUAMANGA,AYACUCHO
28679,ORBIDENT,70101,,,,,,,18910,10,PRIVADO,CALLAO,CALLAO,CALLAO
28680,VILLA DE MANTA,101106,14,HUANUCO,10,YAROWILCA,2,OBAS,18911,7,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,OBAS
28681,HUALPAYUNCA,101106,14,HUANUCO,10,YAROWILCA,2,OBAS,18912,7,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,OBAS
28683,VILCABAMBA,101106,14,HUANUCO,10,YAROWILCA,2,OBAS,18914,7,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,OBAS
28684,COLQUILLAS,101106,14,HUANUCO,10,YAROWILCA,2,OBAS,18915,7,GOBIERNO REGIONAL,HUANUCO,YAROWILCA,OBAS
28685,VIRGEN DE LA PUERTA,220201,,,,,,,18918,10,PRIVADO,SAN MARTIN,BELLAVISTA,BELLAVISTA
28686,CLINICA MONTEBELLO E.I.R.L.,200801,,,,,,,18917,10,PRIVADO,PIURA,SECHURA,SECHURA
28687,MOCAPE,140308,19,LAMBAYEQUE,3,LAMBAYEQUE,10,OLMOS,18916,7,GOBIERNO REGIONAL,LAMBAYEQUE,LAMBAYEQUE,OLMOS
28688,DR BREVETE SAC,150810,,,,,,,18930,10,PRIVADO,LIMA,HUAURA,SANTA MARIA
28689,CONSULTORIO DENTAL ACEVEDO RUIZ,150107,,,,,,,18933,10,PRIVADO,LIMA,LIMA,CHACLACAYO
28690,CDIM,80108,,,,,,,18932,10,PRIVADO,CUSCO,CUSCO,WANCHAQ
28691,CLINICA UNIVERSITARIA S.A.C.,150110,,,,,,,18931,10,PRIVADO,LIMA,LIMA,COMAS
28692,LA COMUNIDAD DENTAL,150111,,,,,,,18934,10,PRIVADO,LIMA,LIMA,EL AGUSTINO
28693,CEFERGIN,40126,,,,,,,18935,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
28694,MULTISONRISAS E.I.R.L.,150113,,,,,,,18945,10,PRIVADO,LIMA,LIMA,JESUS MARIA
28695,CONSULTORIO DENTAL BLUE,150116,,,,,,,18937,10,PRIVADO,LIMA,LIMA,LINCE
28696,BELANOVA DENTAL,150117,,,,,,,18939,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28697,CONSULTORIO ONCOLOGICO SANTA ROSA,150103,,,,,,,18946,10,PRIVADO,LIMA,LIMA,ATE
28698,INSTITUTO DE TRASPLANTES DE ÓRGANOS Y TEJIDOS DE LAS FUERZAS ARMADAS Y POLICÍA NACIONAL DEL PERÚ,150136,,,,,,,18940,11,OTRO,LIMA,LIMA,SAN MIGUEL
28699,"PARROQUIAL DE SALUD MENTAL""SAN JOSE""",150142,,,,,,,18943,10,PRIVADO,LIMA,LIMA,VILLA EL SALVADOR
28700,CONSULTORIO MEDICO,150112,,,,,,,18938,10,PRIVADO,LIMA,LIMA,INDEPENDENCIA
28701,DENTO PLUS,150133,,,,,,,18942,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
28702,NANCY EMILIA LEON POLO,150117,,,,,,,18944,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28703,CPI VIVIR MEJOR,150133,,,,,,,18941,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
28704,CONSULTORIO DENTAL LAMB,70101,,,,,,,18936,10,PRIVADO,CALLAO,CALLAO,CALLAO
28705,CENTRO ESPECIALIZADO DE CONTROL DE CRECIMIENTO Y DESARROLLO DEL NIÑO,60801,,,,,,,18951,10,PRIVADO,CAJAMARCA,JAEN,JAEN
28706,ESTABLECIMIENTO PENITENCIARIO PUNO,210101,,,,,,,18948,13,INPE,PUNO,PUNO,PUNO
28707,E.P. LAMPA,210701,,,,,,,18947,13,INPE,PUNO,LAMPA,LAMPA
28708,POSTA MEDICA PNP JAEN,60801,,,,,,,18950,5,SANIDAD DE LA POLICIA NACIONAL DEL PERU,CAJAMARCA,JAEN,JAEN
28709,VIRGEN DE LA CANDELARIA,210101,,,,,,,18949,10,PRIVADO,PUNO,PUNO,PUNO
28710,DENTAL SAN JOSE OBRERO,150137,,,,,,,18873,10,PRIVADO,LIMA,LIMA,SANTA ANITA
28711,VALIOSA CONSULTORIO OBSTÉTRICO ESPECIALIZADO,60101,,,,,,,18952,10,PRIVADO,CAJAMARCA,CAJAMARCA,CAJAMARCA
28712,REHALIBIA REHABILITACIÓN ESPECIALIZADA Y TRATAMIENTO DEL DOLOR MUSCULOESQUELÉTICO,60101,,,,,,,18953,10,PRIVADO,CAJAMARCA,CAJAMARCA,CAJAMARCA
28713,CONSULTORIO  PSICOLÓGICO VIRGEN DE COPACABANA,150101,,,,,,,18958,10,PRIVADO,LIMA,LIMA,LIMA
28714,CONSULTORIOS DE ESPECIALIDADES MEDICAS,150132,,,,,,,18956,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28715,DENTAL LAS TORRES,150116,,,,,,,18957,10,PRIVADO,LIMA,LIMA,LINCE
28716,FUNDACIÓN MEDICO OFTALMOLÓGICO SAGRADO CORAZON DE JESUS ABANCAY,30101,,,,,,,18959,10,PRIVADO,APURIMAC,ABANCAY,ABANCAY
28717,BEST SERVICE,130101,,,,,,,18961,10,PRIVADO,LA LIBERTAD,TRUJILLO,TRUJILLO
28718,BLUFSTEIN LABORATORIO CLINICO S.A.,130101,,,,,,,18960,10,PRIVADO,LA LIBERTAD,TRUJILLO,TRUJILLO
28719,LOS ANGELES EIRL,130101,,,,,,,18962,10,PRIVADO,LA LIBERTAD,TRUJILLO,TRUJILLO
28720,MEDICENTRO TRUJILLO DE LA CLINICA INTERNACIONAL,130101,,,,,,,18966,10,PRIVADO,LA LIBERTAD,TRUJILLO,TRUJILLO
28721,"CONSULTORIO OBSTETRICO ""DULCE ESPERA""",150132,,,,,,,18969,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28722,ESPECIALIDADES MEDIDAS LIMA SRL,200101,,,,,,,18973,10,PRIVADO,PIURA,PIURA,PIURA
28723,CENTRO ODONTOLÓGICO SAN PABLO,150140,,,,,,,18967,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
28724,DENTAL CENTER HUAPAYA,150120,,,,,,,18968,10,PRIVADO,LIMA,LIMA,MAGDALENA DEL MAR
28725,PERUVIAN PLASTIC SURGERY S.A.C. - PLASTIC SURGERY S.A.C.,150201,,,,,,,18972,10,PRIVADO,LIMA,BARRANCA,BARRANCA
28726,ARTEAGA ESPEJO ROSA AMPARO,150801,,,,,,,18963,10,PRIVADO,LIMA,HUAURA,HUACHO
28727,CENTRO MEDICO CORAZON DE MARIA,200101,,,,,,,18971,10,PRIVADO,PIURA,PIURA,PIURA
28728,RENAL DEL SUR,80108,,,,,,,18965,10,PRIVADO,CUSCO,CUSCO,WANCHAQ
28729,SERVIMED SEÑOR DE LUREN,150137,,,,,,,18970,10,PRIVADO,LIMA,LIMA,SANTA ANITA
28730,CENTRO MEDICO ARCANGEL LEON,200701,,,,,,,18964,10,PRIVADO,PIURA,TALARA,PARIÑAS
28731,LABORATORIO IBEROAMERICANO,230101,,,,,,,18975,10,PRIVADO,TACNA,TACNA,TACNA
28732,BEAUBELLE,150131,,,,,,,18855,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
28733,MEDIDENT,200101,,,,,,,18974,10,PRIVADO,PIURA,PIURA,PIURA
28734,DENTOAMERICA,120101,,,,,,,18977,10,PRIVADO,JUNIN,HUANCAYO,HUANCAYO
28735,CONSULTORIO ODONTOLOGICO DENTUSALUD,200101,,,,,,,18976,10,PRIVADO,PIURA,PIURA,PIURA
28736,CONSULTORIO DE GINECOLOGIA Y OBSTETRICIA,40126,,,,,,,18999,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
28737,CENTRO OPTICO PAJATEN,220901,,,,,,,18998,10,PRIVADO,SAN MARTIN,SAN MARTIN,TARAPOTO
28738,JOSEFINA FLORES CHALCO,150130,,,,,,,19006,10,PRIVADO,LIMA,LIMA,SAN BORJA
28739,RENACER INTEGRAL,150117,,,,,,,19005,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28740,CONSULTORIO DENTAL SONRIE,150124,,,,,,,19004,10,PRIVADO,LIMA,LIMA,PUCUSANA
28741,SANTA LUCIA  EUROPEA,230101,,,,,,,19009,10,PRIVADO,TACNA,TACNA,TACNA
28742,SANTA LUCIA II,230101,,,,,,,19008,10,PRIVADO,TACNA,TACNA,TACNA
28743,DENTIMAGEN,230102,,,,,,,19007,10,PRIVADO,TACNA,TACNA,ALTO DE LA ALIANZA
28744,SCIELODENT CF,150128,,,,,,,19017,10,PRIVADO,LIMA,LIMA,RIMAC
28745,CUALIDENT,150132,,,,,,,18978,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28746,EL DIAMANTE,150135,,,,,,,19016,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
28747,CONSORCIO MEDICO SILVIA EIRL,150117,,,,,,,19014,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28748,VERSOLDENT,150103,,,,,,,18954,10,PRIVADO,LIMA,LIMA,ATE
28749,CONSULTORIO OBSTETRICO,150110,,,,,,,19015,10,PRIVADO,LIMA,LIMA,COMAS
28750,CENTRO DE TERAPIAS ALTERNATIVAS,20105,,,,,,,19024,10,PRIVADO,ANCASH,HUARAZ,INDEPENDENCIA
28751,CENTRO MEDICO ECOCASMA EIRL,20801,,,,,,,19023,10,PRIVADO,ANCASH,CASMA,CASMA
28752,DENTAL DENTUS,150135,,,,,,,19022,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
28753,GAMADENT,150118,,,,,,,19021,10,PRIVADO,LIMA,LIMA,LURIGANCHO (CHOSICA)
28754,CONSULTORIO DENTAL EL PUEBLO,150132,,,,,,,19020,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28756,CONSULTORIO MEDICO DENTAL SANTOS YATACO,150137,,,,,,,19019,10,PRIVADO,LIMA,LIMA,SANTA ANITA
28757,CENTRO ODONTOLOGICO LIVIADENT,20105,,,,,,,19025,10,PRIVADO,ANCASH,HUARAZ,INDEPENDENCIA
28759,SANTA INMACULADA CENTRO DE DIALISIS SAC,200105,,,,,,,19138,10,PRIVADO,PIURA,PIURA,CATACAOS
28760,CONSULTORIO DENTAL CENTRIÑO,150132,,,,,,,18874,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28761,CLINICA DE HEMODIALISIS EL REDENTOR S.A.C.,200101,,,,,,,19137,10,PRIVADO,PIURA,PIURA,PIURA
28762,CENTRO DE SALUD RENAL SAN MATIAS S.A.C.,200101,,,,,,,19139,10,PRIVADO,PIURA,PIURA,PIURA
28763,SACHAPITE,90117,13,HUANCAVELICA,1,HUANCAVELICA,11,SANTA ANA,19140,7,GOBIERNO REGIONAL,HUANCAVELICA,HUANCAVELICA,YAULI
28764,BIO DENTAL,230102,,,,,,,19034,10,PRIVADO,TACNA,TACNA,ALTO DE LA ALIANZA
28765,CONSULTORIO OBSTETRICO,150142,,,,,,,19032,10,PRIVADO,LIMA,LIMA,VILLA EL SALVADOR
28766,DENTAL   LEN,150128,,,,,,,19029,10,PRIVADO,LIMA,LIMA,RIMAC
28767,CONSULTORIO PEDIATRICO,150125,,,,,,,19031,10,PRIVADO,LIMA,LIMA,PUENTE PIEDRA
28768,CONSULTORIO MEDICO GINECO-OBSTETRICO,150108,,,,,,,19028,10,PRIVADO,LIMA,LIMA,CHORRILLOS
28769,DENTAL SAN JOSE,230104,,,,,,,19035,10,PRIVADO,TACNA,TACNA,CIUDAD NUEVA
28770,FESALUD,150117,,,,,,,19030,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28771,CONSULTORIO DENTAL,40101,,,,,,,19036,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
28772,VM DENTAL MEDIC,150104,,,,,,,19027,10,PRIVADO,LIMA,LIMA,BARRANCO
28773,CONSULTORIO ODONTOLOGICO,40101,,,,,,,19038,10,PRIVADO,AREQUIPA,AREQUIPA,AREQUIPA
28774,FISIOVITAL,150110,,,,,,,19039,10,PRIVADO,LIMA,LIMA,COMAS
28775,CENTRO NEUMOLOGICO DEL NORTE RESPIRA,200101,,,,,,,19037,10,PRIVADO,PIURA,PIURA,PIURA
28776,AEQUILIBRIUM,150131,,,,,,,19040,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
28777,IRODEM X S.A.C,150133,,,,,,,19041,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
28778,OPTICA CREDILENTES E.I.R.L.,160101,,,,,,,19042,10,PRIVADO,LORETO,MAYNAS,IQUITOS
28779,AUNA CLÍNICA DELGADO,150122,,,,,,,19049,10,PRIVADO,LIMA,LIMA,MIRAFLORES
28780,UNIDENT,80101,,,,,,,19044,10,PRIVADO,CUSCO,CUSCO,CUSCO
28781,CONSULTORIOS MEDRED,150132,,,,,,,19043,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28782,CONSULTORIO DENTOSOCIAL,150110,,,,,,,19046,10,PRIVADO,LIMA,LIMA,COMAS
28783,ERIKA SANCHEZ TORRES,150133,,,,,,,19050,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
28784,DR SONRISA,150117,,,,,,,19048,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28785,HAMPIQ RUNA SAC,150135,,,,,,,19045,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
28786,SAINT JOSEPH,150117,,,,,,,19047,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28787,LABORATORIO INNOVA,211101,,,,,,,19054,10,PRIVADO,PUNO,SAN ROMAN,JULIACA
28788,CIM DR. PARI,211101,,,,,,,19053,10,PRIVADO,PUNO,SAN ROMAN,JULIACA
28789,RADIO DIAGNOSTICO J.CALDERON,40126,,,,,,,19063,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
28790,DENTAL ESTHETIC,130101,,,,,,,19057,10,PRIVADO,LA LIBERTAD,TRUJILLO,TRUJILLO
28791,CONSULTORIO ODONTOLOGICO DR. VARGAS,150116,,,,,,,19058,10,PRIVADO,LIMA,LIMA,LINCE
28792,SONRISA EXPRESS,150105,,,,,,,18854,10,PRIVADO,LIMA,LIMA,BREÑA
28794,EL GALENO DE ICA,110101,,,,,,,19056,10,PRIVADO,ICA,ICA,ICA
28795,CONSULTORIO MEDICO DANSALUD,250101,,,,,,,19052,10,PRIVADO,UCAYALI,CORONEL PORTILLO,CALLERIA
28796,SERVI MEDIC,210101,,,,,,,19055,10,PRIVADO,PUNO,PUNO,PUNO
28797,KONEXXION MEDICA,150131,,,,,,,18992,10,PRIVADO,LIMA,LIMA,SAN ISIDRO
28798,CONSULTORIO MEDICO PARTICULAR,150113,,,,,,,19060,10,PRIVADO,LIMA,LIMA,JESUS MARIA
28799,CONSULTORIO OBSTETRICO SAN MIGUEL,120101,,,,,,,19062,10,PRIVADO,JUNIN,HUANCAYO,HUANCAYO
28800,CENTRO ODONTOLOGICO,150108,,,,,,,19061,10,PRIVADO,LIMA,LIMA,CHORRILLOS
28801,ODONTOLOGIA FAMILIAR,150116,,,,,,,19059,10,PRIVADO,LIMA,LIMA,LINCE
28802,CENTRO MEDICO LUZ VERDE PERU SAC,100101,,,,,,,19051,10,PRIVADO,HUANUCO,HUANUCO,HUANUCO
28803,DENT UP,230101,,,,,,,19067,10,PRIVADO,TACNA,TACNA,TACNA
28804,POLICLINICO SOMA SALUD SAC,40126,,,,,,,19068,10,PRIVADO,AREQUIPA,AREQUIPA,YANAHUARA
28805,DANIEL ESTEBAN CICIRELLO COOK,150140,,,,,,,19071,10,PRIVADO,LIMA,LIMA,SANTIAGO DE SURCO
28806,MEDIMAGEN,230101,,,,,,,19066,10,PRIVADO,TACNA,TACNA,TACNA
28807,E.P. MUJERES TACNA,230108,,,,,,,19065,13,INPE,TACNA,TACNA,POCOLLAY
28808,ASTRODENT,150117,,,,,,,19069,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28809,NUEVA CHONTA,250301,34,UCAYALI,4,AGUAYTIA,1,AGUAYTIA,19070,7,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,PADRE ABAD
28810,SALUD MEDIC CARRION,150132,,,,,,,19000,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28811,BAZAN,80105,,,,,,,19075,10,PRIVADO,CUSCO,CUSCO,SAN SEBASTIAN
28812,MLR &CONSULTORES ASOCIADOS,150114,,,,,,,19002,10,PRIVADO,LIMA,LIMA,LA MOLINA
28814,CEBIFAM,150116,,,,,,,19073,10,PRIVADO,LIMA,LIMA,LINCE
28815,CONSULTORIO ODONTOLOGICO PATTY DENT,150132,,,,,,,19033,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28816,KARY DENT,80101,,,,,,,19074,10,PRIVADO,CUSCO,CUSCO,CUSCO
28817,M&M SOLUCIONES DENTALES,230101,,,,,,,19086,10,PRIVADO,TACNA,TACNA,TACNA
28818,CENTRO ESPECIALIZADO DE ESTUDIOS DIAGNOSTICOS MEDIMAGENTAC SOCIEDAD ANONIMA CERRADA,230101,,,,,,,19085,10,PRIVADO,TACNA,TACNA,TACNA
28819,MEDICOS SALUD UNION EN ALERTA S.A.C.,110304,,,,,,,19081,10,PRIVADO,ICA,NAZCA,MARCONA
28820,CLINICA DENTAL ESTETIC FRESH SRL,140101,,,,,,,19083,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
28821,CRISTO SALVADOR LA FLORIDA,151032,22,LIMA,7,RED VII CA¥ETE - YAUYOS,7,CATAHUASI,19077,7,GOBIERNO REGIONAL,LIMA,YAUYOS,VIÑAC
28822,VILLAFRANCA,151006,22,LIMA,7,RED VII CA¥ETE - YAUYOS,7,CATAHUASI,19078,7,GOBIERNO REGIONAL,LIMA,YAUYOS,CACRA
28823,FLORES ARANGO WILLIAN YOEL,110501,,,,,,,19079,10,PRIVADO,ICA,PISCO,PISCO
28824,CONSULTORIO ESPECIALIZADO NIKKEI,150125,,,,,,,19087,10,PRIVADO,LIMA,LIMA,PUENTE PIEDRA
28825,CONSULTORIO MEDICO VITAL CENTER SAN MARTIN,220901,,,,,,,19084,10,PRIVADO,SAN MARTIN,SAN MARTIN,TARAPOTO
28826,POLICLINICO IZAGUIRRE,150135,,,,,,,19088,10,PRIVADO,LIMA,LIMA,SAN MARTIN DE PORRES
28827,BABY WORLD,140105,,,,,,,19082,10,PRIVADO,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ
28828,"CENTRO MEDICO ""CEBINOR"" E.I.R.L",140101,,,,,,,19080,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
28829,SAINT ANGELO,110401,,,,,,,19089,10,PRIVADO,ICA,PALPA,PALPA
28830,TAYACCUCHO,210301,29,PUNO,5,MACUSANI,2,AYAPATA,19093,7,GOBIERNO REGIONAL,PUNO,CARABAYA,MACUSANI
28831,OBST. MATERNA,200101,,,,,,,19095,10,PRIVADO,PIURA,PIURA,PIURA
28832,MR. DENT Y ASOCIADOS SAC,150116,,,,,,,19100,10,PRIVADO,LIMA,LIMA,LINCE
28833,CENTRO ODONTOLOGICO ALFADENT,200101,,,,,,,19092,10,PRIVADO,PIURA,PIURA,PIURA
28834,CONSULTORIO MEDICO SAN JUAN,150132,,,,,,,19098,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28835,CONSULTORIO DENTAL,40103,,,,,,,19094,10,PRIVADO,AREQUIPA,AREQUIPA,CAYMA
28836,CENTRO MEDICO ESPECIALIZADO LORETO S.R.L,200101,,,,,,,19096,10,PRIVADO,PIURA,PIURA,PIURA
28837,ODONTOLOGÍA ESTÉTICA GRUPO ROMÁN,150113,,,,,,,19099,10,PRIVADO,LIMA,LIMA,JESUS MARIA
28838,BOCASANAS,150103,,,,,,,19097,10,PRIVADO,LIMA,LIMA,ATE
28839,LISBETH ANGELICA IPARRAGUIRRE MEDINA,150120,,,,,,,19101,10,PRIVADO,LIMA,LIMA,MAGDALENA DEL MAR
28840,SAN ISIDRO DE PAURA,100112,14,HUANUCO,1,HUANUCO,25,YACUS,19091,7,GOBIERNO REGIONAL,HUANUCO,HUANUCO,YACUS
28841,CENTRO DE FISIOTERAPIA Y REHABILITACION FISICA,60101,,,,,,,19105,10,PRIVADO,CAJAMARCA,CAJAMARCA,CAJAMARCA
28842,CLINICA ODONTOLOGICA DENTA,60101,,,,,,,19103,10,PRIVADO,CAJAMARCA,CAJAMARCA,CAJAMARCA
28843,CENTRO DENTAL SAN JOSE SAC,60101,,,,,,,19104,10,PRIVADO,CAJAMARCA,CAJAMARCA,CAJAMARCA
28844,CLINICA DENTAL ORAL CENTER,210101,,,,,,,19106,10,PRIVADO,PUNO,PUNO,PUNO
28845,ECOCENTER,60101,,,,,,,19102,10,PRIVADO,CAJAMARCA,CAJAMARCA,CAJAMARCA
28846,CIANNAMEDIC,150113,,,,,,,19108,10,PRIVADO,LIMA,LIMA,JESUS MARIA
28847,VILLA SALUD,150142,,,,,,,19107,10,PRIVADO,LIMA,LIMA,VILLA EL SALVADOR
28849,CENTRO DE ANÁLISIS CLÍNICOS CENTROLAB,200601,,,,,,,18991,10,PRIVADO,PIURA,SULLANA,SULLANA
28850,CLINICA MIRAFLORES S.A,200701,,,,,,,18847,10,PRIVADO,PIURA,TALARA,PARIÑAS
28851,POLICLINICO MEDISAN,40129,,,,,,,19111,10,PRIVADO,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
28852,GYNECOMASTER SALUD,140101,,,,,,,19114,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
28853,ECO MUJER EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,140101,,,,,,,19116,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
28854,LUDENT,140201,,,,,,,19113,10,PRIVADO,LAMBAYEQUE,FERREÑAFE,FERREÑAFE
28855,CENTRO ODONTOLÓGICO VIVA DENT,140101,,,,,,,19117,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
28856,CONSULTORIO ODONTOLÓGICO VIVI DENT,140101,,,,,,,19112,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
28857,R.A. MEDICINA INTEGRAL PERU,120114,,,,,,,19110,10,PRIVADO,JUNIN,HUANCAYO,EL TAMBO
28858,SERMEDIQ G&B EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA -SERMEDIQ G&B EIRL,200601,,,,,,,19115,10,PRIVADO,PIURA,SULLANA,SULLANA
28860,SERVICIO INTEGRAL DEL DOLOR,140101,,,,,,,19124,10,PRIVADO,LAMBAYEQUE,CHICLAYO,CHICLAYO
28861,UNIÓN AMERICANA,150116,,,,,,,19123,10,PRIVADO,LIMA,LIMA,LINCE
28862,SANTA ANA ODONTOLOGÍA INTEGRAL,230101,,,,,,,19122,10,PRIVADO,TACNA,TACNA,TACNA
28864,G&T BIOCLINIC LABORATORIO CLINICO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,230101,,,,,,,19121,10,PRIVADO,TACNA,TACNA,TACNA
28865,DENTAL MORE,70101,,,,,,,19118,10,PRIVADO,CALLAO,CALLAO,CALLAO
28866,PUESTO DE SALUD HUALCUY,200201,28,PIURA,7,AYABACA,4,AYABACA,19125,7,GOBIERNO REGIONAL,PIURA,AYABACA,AYABACA
28867,CLÍNICA LOS ANGELES & MEDICAL CHARITY S.A.,150142,,,,,,,18980,10,PRIVADO,LIMA,LIMA,VILLA EL SALVADOR
28868,CONSULTORIO MEDICO -  PROTRAUMA,150103,,,,,,,19133,10,PRIVADO,LIMA,LIMA,ATE
28869,INSPIRA SPA DENTAL,150119,,,,,,,18982,10,PRIVADO,LIMA,LIMA,LURIN
28870,HYPNOS SRL,150113,,,,,,,19129,10,PRIVADO,LIMA,LIMA,JESUS MARIA
28871,POMACAJA PONCE YURI EVELIN,150134,,,,,,,19128,10,PRIVADO,LIMA,LIMA,SAN LUIS
28872,CONSULTORIOS MEDICOS NUEVASALUD,150132,,,,,,,19132,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28873,CONSULTORIO GRUPO HEALTH,150117,,,,,,,19127,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28874,"POLICLINICO DE SALUD ""SAN JUAN""",150133,,,,,,,19131,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
28875,CONSULTORIO ODONTOLOGICO KENY CECILIA,200501,,,,,,,19126,10,PRIVADO,PIURA,PAITA,PAITA
28876,SONRISAS Y SONRISITAS,150117,,,,,,,19130,10,PRIVADO,LIMA,LIMA,LOS OLIVOS
28877,MEGADENTAL,150132,,,,,,,19134,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28878,POLICLINICO  FAMILIAR SANTA ROSA,150121,,,,,,,19136,10,PRIVADO,LIMA,LIMA,MAGDALENA VIEJA (PUEBLO LIBRE)
28879,FISIO VIDA,150132,,,,,,,19135,10,PRIVADO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
28880,ESTABLECIMIENTO PENAL JULIACA,211101,,,,,,,18979,13,INPE,PUNO,SAN ROMAN,JULIACA
28881,CLINICA SANTA MARIA DEL SUR,150133,,,,,,,18985,10,PRIVADO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
28882,INSTITUTO DE GASTROENTEROLOGÍA J. L. SAC,150130,,,,,,,18984,10,PRIVADO,LIMA,LIMA,SAN BORJA
28883,SERVICIOS MEDICOS CERTIMEDIC PERU S.A.C.,150143,,,,,,,18983,10,PRIVADO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
28884,"RECUPERATE, ARTE Y CIENCIA EN TERAPIA FISICA Y REHABILITACION",150113,,,,,,,18981,10,PRIVADO,LIMA,LIMA,JESUS MARIA
