"Codigo_Item","Descripcion_Item"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS, EN LUGAR NO ESPECI"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN VIVIENDA"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN INSTITUCION RESIDE"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN ESCUELAS, OTRAS IN"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN AREAS DE DEPORTE Y"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN CALLES Y CARRETERA"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN COMERCIO Y AREA DE"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN AREA INDUSTRIAL Y"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN GRANJA"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN OTRO LUGAR ESPECIF"
0.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS, EN LUGAR NO ESPECIFIC"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN VIVIENDA"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN ESCUELAS, OTRAS INSTITUCIO"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN AREAS DE DEPORTE Y ATLETIS"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN COMERCIO Y AREA DE SERVICI"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN AREA INDUSTRIAL Y DE LA CO"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN GRANJA"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN VIVIENDA"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIV"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN GRANJA"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON SUSTANCIA CORROSIVA, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON PLAGUICIDAS, EN VIVIENDA"
0.0,"AGRESION CON PLAGUICIDAS, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON PLAGUICIDAS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLI"
0.0,"AGRESION CON PLAGUICIDAS, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON PLAGUICIDAS, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON PLAGUICIDAS, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON PLAGUICIDAS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON PLAGUICIDAS, EN GRANJA"
0.0,"AGRESION CON PLAGUICIDAS, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON PLAGUICIDAS, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON GASES Y VAPORES, EN VIVIENDA"
0.0,"AGRESION CON GASES Y VAPORES, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON GASES Y VAPORES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS P"
0.0,"AGRESION CON GASES Y VAPORES, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON GASES Y VAPORES, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON GASES Y VAPORES, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON GASES Y VAPORES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON GASES Y VAPORES, EN GRANJA"
0.0,"AGRESION CON GASES Y VAPORES, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON GASES Y VAPORES, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN VIVIENDA"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN INSTITUCION"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN ESCUELAS, O"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN AREAS DE DE"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN CALLES Y CA"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN COMERCIO Y"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN AREA INDUST"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN GRANJA"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN OTRO LUGAR"
0.0,"AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS, EN LUGAR NO ES"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN VIVIENDA"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN INSTITUCION RE"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN ESCUELAS, OTRA"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN AREAS DE DEPOR"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN CALLES Y CARRE"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN COMERCIO Y ARE"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN AREA INDUSTRIA"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN GRANJA"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN OTRO LUGAR ESP"
0.0,"AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS, EN LUGAR NO ESPEC"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN VIVIENDA"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN ESCUELAS, OTRAS INSTITUCION"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN AREAS DE DEPORTE Y ATLETISM"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN CALLES Y CARRETERAS"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN COMERCIO Y AREA DE SERVICIO"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN AREA INDUSTRIAL Y DE LA CON"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN GRANJA"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN VIVIENDA"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINIST"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN CALLES Y CARRETERAS"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN GRANJA"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION POR AHOGAMIENTO Y SUMERSION, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN VIVIENDA"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRAT"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN GRANJA"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON DISPARO DE ARMA CORTA, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN VIVIENDA"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN ESCUELAS, OTRAS INSTITUCIONES Y"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN AREA INDUSTRIAL Y DE LA CONSTRU"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN GRANJA"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN VIVIENDA"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN INSTITUCION RES"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN ESCUELAS, OTRAS"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN AREAS DE DEPORT"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN CALLES Y CARRET"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN COMERCIO Y AREA"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN AREA INDUSTRIAL"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN GRANJA"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN OTRO LUGAR ESPE"
0.0,"AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN LUGAR NO ESPECI"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN VIVIENDA"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVA"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN GRANJA"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON MATERIAL EXPLOSIVO, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN VIVIENDA"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATI"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN GRANJA"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON HUMO, FUEGO Y LLAMAS, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN VIVIENDA"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN ESCUELAS, OTRAS INSTITUCIONE"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN AREA INDUSTRIAL Y DE LA CONS"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN GRANJA"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON OBJETO CORTANTE, EN VIVIENDA"
0.0,"AGRESION CON OBJETO CORTANTE, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON OBJETO CORTANTE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS P"
0.0,"AGRESION CON OBJETO CORTANTE, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON OBJETO CORTANTE, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON OBJETO CORTANTE, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON OBJETO CORTANTE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON OBJETO CORTANTE, EN GRANJA"
0.0,"AGRESION CON OBJETO CORTANTE, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON OBJETO CORTANTE, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN VIVIENDA"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRA"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN GRANJA"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION CON OBJETO ROMO O SIN FILO, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN VIVIENDA"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS AD"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN CALLES Y CARRETERAS"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN GRANJA"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN VIVIENDA"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN INSTITUC"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN ESCUELAS"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN AREAS DE"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN CALLES Y"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN COMERCIO"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN AREA IND"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN GRANJA"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN OTRO LUG"
0.0,"AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, EN LUGAR NO"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN VIVIENDA"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADM"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN CALLES Y CARRETERAS"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN GRANJA"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION POR COLISION DE VEHICULO DE MOTOR, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION CON FUERZA CORPORAL, EN VIVIENDA"
0.0,"AGRESION CON FUERZA CORPORAL, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION CON FUERZA CORPORAL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS P"
0.0,"AGRESION CON FUERZA CORPORAL, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION CON FUERZA CORPORAL, EN CALLES Y CARRETERAS"
0.0,"AGRESION CON FUERZA CORPORAL, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION CON FUERZA CORPORAL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION CON FUERZA CORPORAL, EN GRANJA"
0.0,"AGRESION CON FUERZA CORPORAL, EN OTRO LUGAR ESPECIFICADO"
0.0,AGRESION CON FUERZA CORPORAL EN LUGAR NO ESPECIFICADO
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN VIVIENDA"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRA"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN CALLES Y CARRETERAS"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN GRANJA"
0.0,"AGRESION SEXUAL CON FUERZA CORPORAL, EN OTRO LUGAR ESPECIFICADO"
0.0,AGRESION SEXUAL CON FUERZA CORPORAL EN LUGAR NO ESPECIFICADO
0.0,NEGLIGENCIA Y ABANDONO POR ESPOSO O PAREJA EN LUGAR NO ESPECIFICADO
0.0,NEGLIGENCIA Y ABANDONO POR PADRE O MADRE EN LUGAR NO ESPECIFICADO
0.0,OTROS SINDROMES DE MALTRATO POR CONOCIDO O AMIGO
0.0,OTROS SINDROMES DE MALTRATO POR OTRA PERSONA ESPECIFICADA
0.0,POR PERSONA NO ESPECIFICADA
0.0,OTROS SINDROMES DE MALTRATO POR ESPOSO O PAREJA EN LUGAR NO ESPECIFICADO
0.0,OTROS SINDROMES DE MALTRATO POR PADRE O MADRE EN LUGAR NO ESPECIFICADO
0.0,OTROS SINDROMES DE MALTRATO POR CONOCIDO O AMIGO
0.0,OTROS SINDROMES DE MALTRATO POR AUTORIDADES OFICIALES
0.0,OTROS SINDROMES DE MALTRATO POR OTRA PERSONA ESPECIFICADA
0.0,OTROS SINDROMES DE MALTRATO POR PERSONA NO ESPECIFICADA
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN VIVIENDA"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINI"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN AREAS DE DEPORTE Y ATLETISMO"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN CALLES Y CARRETERAS"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN COMERCIO Y AREA DE SERVICIOS"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN GRANJA"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN OTRO LUGAR ESPECIFICADO"
0.0,"AGRESION POR OTROS MEDIOS ESPECIFICADOS, EN LUGAR NO ESPECIFICADO"
0.0,"AGRESION POR MEDIOS NO ESPECIFICADOS, EN VIVIENDA"
0.0,"AGRESION POR MEDIOS NO ESPECIFICADOS, EN INSTITUCION RESIDENCIAL"
0.0,"AGRESION POR MEDIOS NO ESPECIFICADOS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTR"
0.0,"AGRESION POR MEDIOS NO ESPECIFICADOS, EN AREAS DE DEPORTE Y ATLETISMO"
