"Codigo","Nombre"
"99199.10",Seguimiento de contacto
"99070","Artículos y materiales (excepto anteojos) proporciónados por el médico u otro profesional de la salud calificado y que exceden los que habitualmente se incluyen con la visita al consultorio u otros servicios proporciónados (deben anotarse las drogas, bandejas, artículos o materiales proporciónados)"
"99071","Artículos educacionales, tales como libros, cintas y folletos, proporciónados por el médico para educar al usuario de salud, costeado por médico u otro profesional de la salud calificado"
"99075",Testificacion médica
"99078","Servicios de educación médica proporciónados a usuario de salud en grupo (pej: atención prenatal, obesidad, Instrucciónes para diabéticos) por médico u otro profesional de la salud calificado mediante educacion, entrenamiento, licenciatura/regulacion (cuando sea aplicable)"
"99080","Informes especiales tales como formularios de seguros, más allá de la inFormación proporciónada en las comunicaciónes médicas rutinarias o en formularios de informe estándar"
"99082",Viajes fuera de lo habitual (p ej para transportar y acompañar al usuario de salud)
"99090","Análisis de inFormación clínica guardada en computadoras (p ej ECG, presión arterial, datos de hematología)"
"99091","Rectopilacion e interpretación de datos fisiologicos (p ej ECG, presión arterial, control de glucosa) almacenados digitalmente y/o transmitida por el usuario de salud y/o cuidador para el médico u otro profesional de la salud calificado mediante educacion, entrenamiento, licenciatura/regulacion (cuando sea aplicable), requiriendo un mínimo de 30 minutos de tiempo"
"99100","Anestesia para pacientes de edad extrema, menores de un año y mayores de 70 años (registrar separadamente de manera adicional al registro del procedimiento primario)"
"99116",Anestesia complicada por el uso de hipotermia corporal total (registrar separadamente de manera adicional al registro del procedimiento primario)
"99130",Electrofulguración
"99130.01",Electrofulguración con argón
"99131",Electrocauterización
"99135",Anestesia complicada por el uso de hipotensión controlada (registrar separadamente de manera adicional al registro del procedimiento primario)
"99140",Anestesia complicada por condiciones de emergencia (especificar) (registrar separadamente de manera adicional al registro del procedimiento primario)
"99141","Sedación con o sin analgesia (sedación consciente); intravenosa, intramuscular o por inhalación"
"99141.01",Sedación con o sin analgesia (sedación consciente); por inhalación para TEM
"99142","Sedación con o sin analgesia (sedación consciente); oral, rectal y/o intranasal"
"99143","Servicios de sedación moderada (diferente de los servicios descritos por los códigos 00100-01999) proporciónado por el mismo médico u otro médico que realiza el servicio diagnóstico o terapéutico que es facilitado por la sedación, y que requiere la presencia de un observador independiente entrenado para asistir en el monitoreo del nivel de conciencia del paciente y de su estado fisiológico; menor de 5 años, primeros 30 minutos de servicio"
"99144","Servicios de sedación moderada (diferente de los servicios descritos por los códigos 00100-01999) proporciónado por el mismo médico u médico que realiza el servicio diagnóstico o terapéutico que es facilitado por la sedación, y que requiere la presencia de un observador independiente entrenado para asistir en el monitoreo del nivel de conciencia del paciente y de su estado fisiológico; 5 años o más, primeros 30 minutos de servicio"
"99151","Tratamiento de oxigenoterapia hiperbárica sentados, por sesión"
"99152","Tratamiento de oxigenoterapia hiperbárica en camilla, por sesión"
"99153","Tratamiento de oxigenoterapia hiperbárica en cámara, por sesión"
"99145","Servicios de sedación moderada (diferente de los servicios descritos por los códigos 00100-01999) proporciónado por el mismo médico u otro médico que realiza el servicio diagnóstico o terapéutico que es facilitado por la sedación, y que requiere la presencia de un observador independiente entrenado para asistir en el monitoreo del nivel de conciencia del usuario de salud y de su estado fisiológico; cada 15 minutos adicionales de servicio (registrar separadamente además del código del procedimiento primario)"
"99148","Servicios de sedación moderada (diferente de los servicios descritos por los códigos 00100-01999) proporciónado por médico u otro médico diferente del que realiza el servicio diagnóstico o terapéutico que es facilitado por la sedación; menor de 5 años, primeros 30 minutos de servicio"
"99149","Servicios de sedación moderada (diferente de los servicios descritos por los códigos 00100-01999) proporciónado por médico u otro médico diferente del que realiza el servicio diagnóstico o terapéutico que es facilitado por la sedación; 5 años o más, primeros 30 minutos de servicio"
"99150",Servicios de sedación moderada (diferente de los servicios descritos por los códigos 00100-01999) proporciónado por médico u otro médico diferente del que realiza el servicio diagnóstico o terapéutico que es facilitado por la sedación; cada 15 minutos adicionales de servicio (registrar separadamente además del código del procedimiento primario)
"99170","Examen anogenital, con magnificacion, en la infancia por sospecha de trauma, incluyendo registro de imágenes cuando se realice"
"99172","Tamizaje de funcion visual, determinacion cuantitativa de la agudeza visual automatizada o semiautomatizada bilateral, alineamiento ocular, vision de color con placas pseudoisocromaticas, y campo de vision (puede incluir todas o algun tamizaje de determinacion(es) de sensibilidad al contraste, vision bajo luz intensa)"
"99173","Prueba de agudeza visual, cuantitativa, bilateral"
"99174","Tamizaje ocular con instrumento (pej: fototamizaje, refracción automatizada), bilateral"
"99175",Administración de jarabe de ipecacuana o semejante para la emesis individual y la observacion continuada hasta que el estomago haya expulsado el veneno adecuadamente
"99183","Asistencia y Supervisión de terapia con oxígeno hiperbárico por médico u otro profesional de la salud calificado, por sesión"
"99186",Hipotermia; cuerpo entero
"99187",Infiltracion extrarticular
"99188",Colocación de sonda naso yeyunal para soporte nutricional enteral
"99188.01",Colocación de sonda orogástrica/nasogástrica
"99188.02",Colocación de sonda rectal
"99190",Ensamblaje y Operación de la bomba con oxigenador o intercambiador de calor (con o sin ECG y/o control de la presión); cada hora
"99191",Ensamblaje y Operación de la bomba con oxigenador o intercambiador de calor (con o sin ECG y/o control de la presión); 45 minutos
"99192",Ensamblaje y Operación de la bomba con oxigenador o intercambiador de calor (con o sin ECG y/o control de la presión); 30 minutos
"99193",Infiltracion intraarticulares mayores
"99194",Infiltracion intraarticulares menores
"99195",Flebotomía terapéutica (procedimiento separado)
"99196",Hemostasis
"99197",Colocación de malla sub-uretral tectica TOT
"99198",Colocación de malla tipo nazca
"99198.01",Slay Uretral
"99199","Servicio o informe especial, que no aparece en la lista"
"99199.01",Riesgo quirúrgico
"99199.02",Aplicación de medios fisicos
"99199.03",Colocación de enema
"99199.04",Expendio a usuario de salud ambulatorios
"99199.05",Dispensación a usuario de salud ambulatorios
"99199.06",Identificar antecedente de contacto de tuberculosis
"99199.11",Administración de tratamiento
"99199.12",Administración de terapia preventiva para tuberculosis (TPTB)
"99199.13",Administración de terapia preventiva con cotrimoxazol (TPC)
"99199.14","Administración de tratamiento preventivo/profiláctico para recién nacido, hijo de madre VIH (+)"
"99199.15",Lactancia artificial a RN de madre VIH (+)
"99199.16",Obtención/toma de muestra para ITS/VIH/HVB
"99199.17",Suplementación con hierro
"99199.18",Suplementación de ácido fólico
"99199.19",Suplementación de multimicronutrientes
"99199.20",Entrega de resultados de mamografía
"99199.21",Entrega de TAR
"99199.22",Tamizaje de la presión arterial
"99199.23",Estratificacion del riesgo cardiovascular global
"99199.24",Monitoreo de RAM
"99199.25",Elaboración y firma de consentimiento informado
"99199.26",Suplementación de sulfato ferroso y ácido fólico
"99199.27",Suplementación de vitamina A
"99199.28",Profilaxis antiparasitaria
"99199.29","Procura de órganos y tejidos, incluye identificación, evaluación y selección del donante cadavérico, así como la coordinación para el diagnóstico de muerte encefálica y la entrevista familiar para la donación de órganos"
"99199.30","Estudio de validación del donante de corazón para trasplante, incluye ecocardiografía, pruebas de laboratorio, de función cardiaca y estudio anatomo patológico"
"99199.31","Estudio validación del donante de pulmón para trasplante, incluye estudio radiológico o tomográfico de pulmón, pruebas de laboratorio y de función pulmonar y estudio anatomo patológico"
"99199.32","Estudio de validacion del donante de hígado para trasplante, incluye ecografía hepática, pruebas de laboratorio de funcion hepática y estudio anatomo patológico"
"99199.33","Estudio validación del donante de intestino para trasplante, incluye estudio de imágenes, pruebas de laboratorio y estudio anatomo patológico"
"99199.34","Estudio validación del donante de riñón para trasplante, incluye ecografía renal, pruebas de laboratorio de funcion renal y estudio anatomo patológico"
"99199.35","Estudio validación del donante de páncreas-riñon para trasplante, incluye ecografía pancrato-renal, pruebas de laboratorio y estudio anatomo patológico"
"99199.36",Evaluación para la certificación de la muerte encefálica
"99199.37",Dispensación de medicamentos en dosis unitaria
"99199.38",Dispensación de productos en investigación para ensayos clínicos
"99199.39",Dilución y acondicionamiento de antisépticos y desinfectantes
"99199.40",Acondicionamiento y/o reenvasado de productos farmacéuticos para usuarios de salud del establecimiento de salud
"99199.41",Elaboración de fórmulas magistrales y preparados oficinales
"99199.42",Elaboración de preparados para medicina alternativa y complementaria
"99199.43",Preparación de mezclas parenterales y enterales especializadas
"99199.44","Disponibilidad de medicamentos y otras tecnologías sanitarias esenciales, de calidad, seguras y eficaces"
"99199.45","Disponibilidad de estupefacientes y psicotrópicos esenciales de calidad, seguros y eficaces"
"99199.46","Almacenamiento especializado de productos farmacéuticos, dispositivos médicos y productos sanitarios y cumplimiento de las buenas prácticas de almacenamiento"
"99199.47",Envío de información al observatorio nacional de precios de productos farmacéuticos
"99199.48","Envío de información de consumo y stock al sistema integrado de suministro público de productos farmacéuticos, dispositivos médicos y productos sanitarios-SISMED"
"99199.49",Servicio de información de medicamentos y otras tecnologías sanitarias
"99199.50",Evaluación de casos de usuarios de salud con sospechas de reacciones adversas a productos farmacéuticos (Farmacovigilancia)
"99199.51",Evaluación de casos de usuarios de salud con sospechas de incidentes adversos a dispositivos médicos (Tecnovigilancia)
"99199.52",Farmacocinética clínica
"99201",Consulta ambulatoria para la evaluación y manejo de un usuario de salud nuevo nivel de atención I
"99201.01","Consulta ambulatoria para la evaluación y manejo de un usuario de salud nuevo, nivel de atención I (evaluación y manejo inicial de daños identificados)"
"99201.02","Consulta ambulatoria para la evaluación y manejo de un usuario de salud nuevo, nivel de atención I (diagnóstico precoz de patologías congénitas)"
"99202",Consulta ambulatoria para la evaluación y manejo de un usuario de salud nuevo nivel de atención II
"99203",Consulta ambulatoria para la evaluación y manejo de un usuario de salud nuevo nivel de atención III
"99204",Consulta ambulatoria prolongada para la evaluación y manejo de un usuario de salud hospitalario
"99205",Atención de enfermería en I nivel de atención
"99205.01",Atención de enfermería en I nivel de atención (administración de tratamiento)
"99205.02","Administración de terapia preventiva con isoniacida (TPI), según normatividad vigente"
"99205.03",Administración de tratamiento supervisado de TB sensible
"99206","Atención de enfermería en II, III nivel de atención de salud"
"99206.01","Atención de enfermería en II, III nivel de atención de salud (administración de tratamiento)"
"99206.02",Administración de tratamiento supervisado de TB multidrogorresistente
"99206.03",Reto ante reacción adversa a medicamentos (RAM)
"99207",Atención en salud mental
"99207.01",Intervencion individual de salud mental
"99207.02",Intervencion en grupo de salud mental
"99207.03",Evaluación clínica
"99207.04",Psicoeducación al usuario de salud
"99207.05",Identificación de riesgos psicosociales
"99207.06",Atención en salud mental a mujeres que son víctimas de violencia por su pareja o expareja (incluye Aplicación de la ficha de valoracion de riesgos)
"99207.07",Acompañamiento psicosocial a víctimas de violencia política
"99207.08",Primeros auxilios psicologicos en situaciones de crisis y emergencias humanitarias
"99207.09",Continuidad de cuidados a personas con trastorno mental grave
"99208",Atención en planificacion familiar y salud reproductiva
"99208.01",Administración y uso de métodos anticonceptivos
"99208.02",Provisión de preservativos masculino
"99208.03",Provisión de lubricantes
"99208.04",Administración y uso del método inyectable mensual
"99208.05",Administración y uso del método inyectable trimestral
"99208.06",Provisión de preservativos femeninos
"99208.07",Atención en el método de lactancia materna y amenorrea (MELA)
"99208.08",Atención en el método de abstinencia periodica ritmo
"99208.09",Atención en el método de abstinencia periodica Billings
"99208.10",Atención en el método de los días fijos (MDF)/collar
"99208.11",Administración y uso de anticonceptivo oral de emergencia/YUZPE
"99208.12",Administración y uso de anticonceptivo oral de emergencia/progestágeno
"99208.13",Administración y uso del método oral combinado
"99208.14",Evaluación de riesgo reproductivo
"99208.15",Administración y uso del método oral combinado baja dosis
"99208.16",Administración y uso del método inyectable trimestral subcutáneo
"99209",Atención en nutricion
"99209.01",Evaluación del perímetro abdominal
"99209.02",Control y Evaluación nutricional (IMC) registro individual
"99209.03",Control y Evaluación nutricional (Evaluación del PAB)
"99209.04",Evaluación nutricional antropométrica
"99210",Atención de servicio social
"99210.01",Evaluación socioeconomica
"99210.02",Evaluación sociofamiliar
"99210.03",Valoracion social
"99210.04",Seguimiento social
"99210.05","Identificar factores de riesgo abandono al tratamiento de TB, VIH y otros"
"99210.06",Registro en el padron de beneficiarios para acceso al programa complementario de alimentacion (PCA) programa de alimentacion y nutricion del afectado por tuberculosis (PANTBC) del gobierno local correspondiente
"99211","Consulta ambulatoria para la evaluación y manejo de un usuario de salud continuador, nivel I"
"99211.01","Consulta ambulatoria para la evaluación y manejo de un usuario de salud continuador, nivel I (control y seguimiento de daños agudos)"
"99211.02","Consulta ambulatoria para la evaluación y manejo de un usuario de salud continuador, nivel I (control y seguimiento de daños cronicos)"
"99212",Consulta ambulatoria para la evaluación y manejo de un usuario de salud continuador nivel II
"99213",Consulta ambulatoria para la evaluación y manejo de un usuario de salud continuador nivel III
"99214",Evaluación médica
"99214.01",Evaluación/reevaluación médica en medicina física y de rehabilitación
"99214.02",Evaluación médica ocupacional
"99214.03",Evaluación médica de la incapacidad DS 166-2005-EF
"99214.04",Estudio médico para dictamen seguro complementario de trabajo de riesgo
"99214.05",Estudio médico para dictamen SOAT
"99214.06","Evaluación, diagnóstico y manejo clínico de transtornos mentales y del comportamiento"
"99214.07",Evaluación del pie diabético
"99215",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador
"99215.01",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de psiquiatría
"99215.02",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina física y rehabilitación
"99215.03",Valoración clínica del adulto mayor - VACAM
"99215.04",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de cardiología
"99215.05",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de cirugía de cabeza y cuello
"99215.06",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de cirugía de tórax y cardiovascular
"99215.07",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de cirugía de cirugía general
"99215.08",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de cirugía de cirugía oncológica
"99215.09",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de cirugía de cirugía pediátrica
"99215.10",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de cirugía de cirugía plástica y reconstructiva
"99215.11",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de dermatología
"99215.12",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de endocrinología
"99215.13",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de gastroenterología
"99215.14",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de genética médica
"99215.15",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de geriatría
"99215.16",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de ginecología y obstetricia
"99215.17",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de hematología
"99215.18",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de inmunología y alergia
"99215.19",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina de enfermedades infecciosas y tropicales
"99215.20",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina familiar y comunitaria
"99215.21",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina interna
"99215.22",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina ocupacional y del medio ambiente
"99215.23",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de medicina oncológica
"99215.24",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de nefrología
"99215.25",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neonatología
"99215.26",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neumología
"99215.27",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neurocirugía
"99215.28",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de neurología
"99215.29",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de oftalmología
"99215.30",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de ortopedia y traumatología
"99215.31",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de otorrinolaringología
"99215.32",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de pediatría
"99215.33",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de radioterapia
"99215.34",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de reumatología
"99215.35",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador de urología
"99215.36",Consulta ambulatoria especializada para la evaluación y manejo de un paciente continuador que no está especificada
"99216",Atención en consultorio de enfermería
"99217","Manejo del alta de un usuario de salud que se encontraba en observacion (Este código ha de ser utilizado por el médico para informar todos los servicios prestados a un usuario de salud dado de alta que se encontraba en observacion, siempre y cuando el alta ocurra en una día posterior a la fecha de ingreso en observacion) Para informar los servicios prestados a un usuario de salud que se encontraba en observacion y es dado de alta en la misma fecha en que fue ingresado a observacion utilizar los códigos del titulo ""Servicios brindados en observacion u hospitalización"" desde el 99234 al 33236 según corresponda"
"99218",Monitoreo de soporte nutricional/dia
"99221",Cuidados hospitalarios iniciales
"99223",Atención en hospitalización especializada por dia usuario de salud en Trasplante de Medula ósea autólogo - Receptor
"99228",Atención y monitoreo especializado durante un evento deportivo
"99229",Atención y monitoreo especializado durante la práctica deportiva
"99230",Atención y monitoreo especializado durante pruebas de campo en deportistas
"99231",Atención paciented-día hospitalización continuada
"99231.01",Atención paciente-día hospitalización especializada continuada en quemados
"99219","Evaluación y manejo iniciales por día de un usuario de salud en observacion que requiere estos tres elementos clave: una anamnesis completa; un examen físico completo; una toma de decisiones médica de moderada complejidad Se provee consejería y/o coordinacion de la atención con otros proveedores u organismos de manera consistente con la naturaleza del problema (s) y las necesidades del usuario de salud y/o la familia Usualmente, el(los) problema(s) de salud que generaron el ingreso a observacion son de moderada gravedad"
"99220","Evaluación y manejo iniciales por día de un usuario de salud en observacion que requiere estos tres elementos clave: una anamnesis completa; un examen físico completo; una toma de decisiones médica de complejidad alta Se provee consejería y/o coordinacion de la atención con otros proveedores u organismos de manera consistente con la naturaleza del problema (s) y las necesidades del usuario de salud y/o la familiaUsualmente, el(los) problema(s) de salud que generaron el ingreso a observacion son de gravedad alta"
"99222","Evaluación y manejo iniciales por día de un usuario de salud hospitalizado que requiere estos tres elementos clave: una anamnesis completa; un examen físico completo; una toma de decisiones médica de complejidad moderada Se provee consejería y/o coordinacion de la atención con otros proveedores u organismos de manera consistente con la naturaleza del problema (s) y las necesidades del usuario de salud y/o la familiaUsualmente, el(los) problema(s) de salud que generaron la admision es(son) de gravedad moderada Normalmente los médicos emplean 50 minutos con el usuario de salud y en el piso o unidad del mismo"
"99231.02",Atención paciente-día hospitalización especializada continuada en cardiología
"99231.03",Atención paciente-día hospitalización especializada continuada en neurocirugía
"99231.04",Atención paciente-día hospitalización especializada continuada en cirugía pediátrica
"99231.05",Atención paciente-día hospitalización especializada continuada en hematología
"99231.06",Atención paciente-día hospitalización especializada continuada en trasplante renal
"99231.07","Atención paciente-día hospitalización especializada continuada en cirugía cabeza, cuello y maxilofacial"
"99231.08",Atención paciente-día hospitalización especializada continuada en oftalmología
"99231.09",Atención paciente-día hospitalización especializada continuada en otorrinolaringología
"99231.10",Atención paciente-día hospitalización especializada continuada en urología
"99231.11",Atención paciente-día hospitalización especializada continuada en ginecología
"99231.12",Atención paciente-día hospitalización especializada continuada en ortopedia y traumatología
"99231.13",Atención paciente-día hospitalización especializada continuada en cirugía plástica y reconstructiva
"99231.14",Atención paciente-día hospitalización especializada continuada; paciente con discapacidad moderada/severa
"99231.15",Atención paciente-día hospitalización especializada continuada que no está especificada
"99231.16",Atención paciente-día hospitalización continuada en Ginecología y Obstetricia
"99231.17",Atención paciente-día hospitalización continuada en cirugía oncológica
"99231.18",Atención paciente-día hospitalización continuada en dermatología
"99231.19",Atención paciente-día hospitalización continuada en endocrinología
"99231.20",Atención paciente-día hospitalización continuada en gastroenterología
"99231.21",Atención paciente-día hospitalización continuada en geriatría
"99231.22",Atención paciente-día hospitalización continuada en inmunología y alergia
"99231.23",Atención paciente-día hospitalización continuada en medicina de enfermedades infecciosas y tropicales
"99231.24",Atención paciente-día hospitalización continuada en medicina física y de rehabilitación
"99231.25",Atención paciente-día hospitalización continuada en medicina interna
"99231.26",Atención paciente-día hospitalización continuada en medicina oncológica
"99231.27",Atención paciente-día hospitalización continuada en nefrología
"99231.28",Atención paciente-día hospitalización continuada en neonatología
"99231.29",Atención paciente-día hospitalización continuada en neumología
"99231.30",Atención paciente-día hospitalización continuada en neurología
"99231.31",Atención paciente-día hospitalización continuada en pediatría
"99231.32",Atención paciente-día hospitalización continuada en psiquiatría
"99231.33",Atención paciente-día hospitalización continuada en radioterapia
"99231.34",Atención paciente-día hospitalización continuada en reumatología
"99231.35",Atención paciente-día hospitalización especializada continuada que no está especificada
"99232",Evaluación y manejo subsecuentes por día de un paciente hospitalizado en la unidad de recuperación postanestésica-URPA
"99233",Atención en topico
"99234","Evaluación y manejo subsecuentes de un usuario de salud hospitalizado o en observacion, incluyendo la admision y el alta en un mismo día"
"99235","Atención en sala de observacion de 12 horas a 24 horas (neonatos, niños y adolescentes)"
"99236",Atención en sala de Shock Trauma
"99238",Gestion del alta hospitalaria que dura 30 minutos o menos
"99239",Gestion del alta hospitalaria que dura más de 30 minutos
"99241",Interconsulta de hospitalización
"99242","Interconsulta ambulatoria para la Evaluación y manejo de un usuario de salud nuevo o continuador, para diagnóstico"
"99243","Interconsulta ambulatoria para la Evaluación y manejo de un usuario de salud nuevo o continuador, de gravedad leve"
"99244","Interconsulta ambulatoria para la Evaluación y manejo de un usuario de salud nuevo o continuador, de gravedad moderada"
"99245","Interconsulta ambulatoria para la Evaluación y manejo de un usuario de salud nuevo o continuador, de gravedad severa"
"99246",Consulta médica especializada/subespecializada de 20 minutos
"99246.01",Consulta médica especializada/subespecializada de 20 minutos en Pediatría
"99246.02",Consulta médica especializada/subespecializada de 20 minutos en Gineco-Obstetricia
"99247",Consulta médica especializada/subespecializada de 30 minutos
"99248",Consulta médica especializada/subespecializada de 40 minutos
"99249",Consulta médica especializada/subespecializada de 60 minutos
"99249.01",Valoración geriátrica integral - VGI
"99251",Interconsulta para la Evaluación y manejo de un usuario de salud nuevo o continuador que se encuentra hospitalizado o en un institucion donde recibe cuidados para diagnóstico
"99252",Consejería nutricional de niños en riesgo
"99253",Interconsulta para la Evaluación y manejo de un usuario de salud nuevo o continuador que se encuentra hospitalizado o en un institucion donde recibe cuidados de gravedad moderada
"99254",Interconsulta especializada en hospitalización
"99255",Interconsulta para la evaluación y manejo de un usuario de salud nuevo o continuador que se encuentra hospitalizado o en un institucion donde recibe cuidados intensivos
"99262",Día paciente en hospitalización general (incluye admision y alta)
"99263",Día paciente en hospitalización de cuidados intermedios (incluye admision y alta)
"99284.01",Manejo inicial consulta en emergencia problema es de alta severidad y requiere de evaluación urgente por el médico pero no pone en riesgo inmediato a la vida (Prioridad II)
"99281","Consulta en emergencia para evaluación y manejo de un usuario de salud que requiere de estos tres componentes: historia clínica focalizada al problema, examen clínico focalizado al problema, decision medica simple y directa, usualmente el problema es autolimitado y de menor complejidad (Prioridad IV)"
"99282","Consulta en emergencia para evaluación y manejo de un usuario de salud que requiere de estos tres componentes: historia clínica focalizada-extendida del problema, examen clínico focalizado-extendido del problema, decision médica de baja complejidad, usualmente el problema es de baja severidad (Prioridad III)"
"99283","Consulta en emergencia para evaluación y manejo de un usuario de salud, que requiere de estos tres componentes: historia clínica focalizada-extendida del problema, examen clínico focalizado-extendido del problema decision médica de moderada complejidad, usualmente el problema es de moderada severidad (Prioridad III)"
"99284","Consulta en emergencia para evaluación y manejo de un usuario de salud que requiere de estos tres componentes: historia clínica focalizada-extendida del problema, examen clinico detallado-extendido del problema, decision médica de moderada complejidad, usualmente el problema es de alta severidad y requiere de Evaluación urgente por el médico, pero no pone en riesgo inmediato a la vida (Prioridad II)"
"99285","Consulta en emergencia para evaluación y manejo de un usuario de salud que requiere de estos tres componentes: historia focalizada extendida del problema, examen clínico completo del problema decision medica de alta complejidad usualmente el problema es de de alta severidad y pone en riesgo inmediato la vida o deterioro severo funcional (Prioridad I)"
"99285.01",Manejo inicial Consulta en emergencia problema de alta severidad y pone en riesgo inmediato la vida o deterioro severo funcional (Prioridad I)
"99285.02",Evaluación y manejo inicial en la Clave Roja (emergencia obstétrica)
"99285.03",Evaluación y manejo inicial en la Clave Azul (emergencia obstétrica)
"99285.04",Evaluación y manejo inicial en la Clave Amarilla (emergencia obstétrica)
"99288",Direccion médica a distancia de soporte de vida avanzado a un equipo de salud locálizado fuera del hospital (ambulancia o personal de rescate)
"99289","Cuidados intensivos realizados por un médico, directamente a un usuario de salud pediatrico críticamente enfermo de 24 meses de edad o menor, durante el transporte entre establecimientos de salud Este código esta reservado para los primeros 30-74 minutos de transporte"
"99289.01","Servicios de cuidados críticos brindados por médico, cara a cara, durante un transporte asistido de usuario de salud pediátrico mayor de 24 meses de edad crítico o críticamente lesiónado; primeros 30-74 minutos de atención directa durante el transporte"
"99290","Cuidados intensivos realizados por un médico, directamente a un de usuario de salud pediatrico críticamente enfermo de 24 meses de edad o menor, durante el transporte entre establecimientos de salud Este código esta reservado para cada uno de los siguientes 30 minutos adicionales de transporteSe debe registrar adicionalmente al código principal"
"99318",Evaluación y manejo de un usuario de salud involucrando la Evaluación anual de la institucion de cuidados de enfermería donde está internado
"99324","Evaluación y manejo de un usuario de salud nuevo en asilos, casas de reposo, hogares de usuario de salud de adulto mayor, hogares infantiles, orfanatos, guarderías o similares"
"99336","Evaluación y manejo de un usuario de salud continuador en asilos, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guaderías o similares, de gravedad moderada"
"99337","Evaluación y manejo de un usuario de salud continuador en asilos, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guaderías o similares, de gravedad severa"
"99290.01","Servicios de cuidados críticos brindados por médico, cara a cara, durante un transporte asistido de usuario de salud pediátrico mayor de 24 meses de edad critico o críticamente lesiónado; cada 30 minutos adicionales (registrar separadamente además del código principal)"
"99291",Evaluación y manejo de un usuario de salud críticamente enfermo en UCI Este código esta reservado para los primeros 30-74 minutos de manejo
"99291.01","Servicios de cuidados críticos brindados por médico, cara a cara, durante un transporte asistido de usuario de salud adulto crítico o críticamente lesiónado; primeros 30-74 minutos de atención directa durante el transporte"
"99292",Evaluación y manejo de un usuario de salud críticamente enfermo Este código esta reservado para los primeros 30-74 minutos de manejo Este código esta reservado para cada uno de los siguientes 30 minutos adicionales de manejoSe debe registrar adicionalmente al código principal
"99292.01",Evaluación y manejo de un usuario de salud críticamente enfermo; este código está reservado para los primeros 30-74 minutos de manejo; este código está reservado para cada uno de los siguientes 30 minutos adicionales de manejo; se debe registrar adicionalmente al código principal
"99293","Atención de hospitalización en unidad de cuidados intensivos pediátricos, día usuario de salud"
"99294",Evaluación y manejo subsecuente por día de un usuario de salud críticamente enfermo de 29 días a 24 meses de edad
"99295","Atención en unidad de cuidados intensivos, día usuario de salud"
"99295.01","Atención en unidad de cuidados intensivos Neuropediatria, día usuario de salud"
"99295.02","Atención en unidad de cuidados intensivos Cirugía Cardiovascular, día usuario de salud"
"99295.03","Atención en unidad de cuidados intensivos Cardiología, día usuario de salud"
"99295.04","Atención en unidad de cuidados intensivos Cirugía Neonatal, día usuario de salud"
"99295.05","Atención en unidad de cuidados intensivos usuario de salud quemado, día usuario de salud"
"99295.06","Mantenimiento del donante cadavérico (atención en unidad de cuidados intensivos; usuario de salud en muerte encefálica, día usuario de salud)"
"99296",Evaluación y manejo subsecuente por día de un usuario de salud críticamente enfermo de 28 o menos días de edad
"99298","Evaluación y manejo subsecuentes, por día, de la recuperación de un usuario de salud con bajo peso al nacer (peso actual menor de 1500 gramos)"
"99299",Monitoreo de soporte ventilatorio invasivo/día
"99300",Monitoreo de soporte ventilatorio no invasivo/día
"99301",Monitoreo de gasto cardiaco invasivo/día
